Lecture,1,ADM2336 F,20139,Thursday,19:00,22:00,CBY B205,Jane O'Reilly
Lecture,1,ADM2336 G,20139,Tuesday,13:00,14:30,TBT 070,Catherine Elliott
Lecture,2,ADM2336 G,20139,Thursday,11:30,13:00,TBT 070,Catherine Elliott
Lecture,1,ADM2336 M,20141,Tuesday,16:00,17:30,MRT 205,Laurent Lapierre
Lecture,2,ADM2336 M,20141,Thursday,14:30,16:00,MRT 205,Laurent Lapierre
Lecture,1,ADM2336 N,20141,Wednesday,17:30,20:30,LEE A131,Silvia Bonaccio
Lecture,1,ADM2336 X,20145,Tuesday,19:00,22:00,ART 257,N/A
Lecture,1,ADM2337 A,20139,Monday,13:00,14:30,DMS 1120,Magda Donia
Lecture,2,ADM2337 A,20139,Wednesday,11:30,13:00,DMS 1120,Magda Donia
Lecture,1,ADM2337 B,20139,Tuesday,10:00,11:30,DMS 1130,Magda Donia
Lecture,2,ADM2337 B,20139,Thursday,08:30,10:00,DMS 1130,Magda Donia
Lecture,1,ADM2337 C,20139,Monday,19:00,22:00,SMD 224,Magda Donia
Lecture,1,ADM2337 M,20141,Monday,08:30,10:00,DMS 1130,Catherine Elliott
Lecture,2,ADM2337 M,20141,Thursday,10:00,11:30,DMS 1130,Catherine Elliott
Lecture,1,ADM2337 N,20141,Tuesday,14:30,16:00,DMS 1130,Joanne Leck
Lecture,2,ADM2337 N,20141,Friday,16:00,17:30,DMS 1130,Joanne Leck
Lecture,1,ADM2337 P,20141,Tuesday,11:30,13:00,MRT 205,Joanne Leck
Lecture,2,ADM2337 P,20141,Friday,13:00,14:30,MRT 205,Joanne Leck
Lecture,1,ADM2337 Q,20141,Thursday,19:00,22:00,DMS 1110,Catherine Elliott
Lecture,1,ADM2337 X,20145,Monday,15:00,18:00,CBY B205,N/A
Lecture,1,ADM2341 A,20139,Monday,10:00,11:30,DMS 1150,Fodil Adjaoud
Lecture,2,ADM2341 A,20139,Wednesday,08:30,10:00,DMS 1150,Fodil Adjaoud
Discussion Group,1,ADM2341 A,20139,Tuesday,16:00,17:30,UCU 205,N/A
Lecture,1,ADM2341 B,20139,Thursday,19:00,22:00,DMS 1130,Fodil Adjaoud
Discussion Group,1,ADM2341 B,20139,Thursday,17:30,19:00,SMD 422,N/A
Lecture,1,ADM2341 C,20139,Wednesday,10:00,11:30,DMS 1150,Marc Tassé
Lecture,2,ADM2341 C,20139,Friday,08:30,10:00,DMS 1150,Marc Tassé
Discussion Group,1,ADM2341 C,20139,Wednesday,13:00,14:30,TBT 0019,N/A
Lecture,1,ADM2341 M,20141,Monday,16:00,17:30,DMS 1120,Shujun Ding
Lecture,2,ADM2341 M,20141,Wednesday,14:30,16:00,DMS 1120,Shujun Ding
Discussion Group,1,ADM2341 M,20141,Tuesday,17:30,19:00,MNT 103,N/A
Lecture,1,ADM2341 N,20141,Tuesday,10:00,11:30,DMS 1130,Robert Bergquist
Lecture,2,ADM2341 N,20141,Thursday,08:30,10:00,DMS 1130,Robert Bergquist
Discussion Group,1,ADM2341 N,20141,Wednesday,12:00,13:30,LMX 342,N/A
Lecture,1,ADM2341 P,20141,Monday,13:00,14:30,DMS 1130,Shujun Ding
Lecture,2,ADM2341 P,20141,Wednesday,11:30,13:00,DMS 1130,Shujun Ding
Discussion Group,1,ADM2341 P,20141,Thursday,17:30,19:00,LMX 242,N/A
Lecture,1,ADM2341 Q,20141,Tuesday,13:00,14:30,FSS 1030,Robert Bergquist
Lecture,2,ADM2341 Q,20141,Thursday,11:30,13:00,FSS 1030,Robert Bergquist
Discussion Group,1,ADM2341 Q,20141,Monday,17:30,19:00,SMD 428,N/A
Discussion Group,2,ADM2341 Q,20141,,00:00,00:00,N/A,N/A
Lecture,1,ADM2341 R,20141,Wednesday,19:00,22:00,TBT 070,Shujun Ding
Discussion Group,1,ADM2341 R,20141,Wednesday,17:30,19:00,STE J0106,N/A
Lecture,1,ADM2341 X,20145,Thursday,19:00,22:00,TBT 070,N/A
Discussion Group,1,ADM2341 X,20145,Wednesday,17:30,19:00,CBY B205,N/A
Lecture,1,ADM2342 A,20139,Tuesday,08:30,10:00,DMS 1110,Robert Collier
Lecture,2,ADM2342 A,20139,Friday,10:00,11:30,DMS 1110,Robert Collier
Discussion Group,1,ADM2342 A,20139,Thursday,11:30,13:00,LMX 342,N/A
Lecture,1,ADM2342 M,20141,Monday,11:30,13:00,DMS 1130,Brian Conheady
Lecture,2,ADM2342 M,20141,Thursday,13:00,14:30,DMS 1130,Brian Conheady
Discussion Group,1,ADM2342 M,20141,Tuesday,17:30,19:00,VNR 2075,N/A
Lecture,1,ADM2342 N,20141,Thursday,17:30,20:30,SCS E217,James Kerr
Discussion Group,1,ADM2342 N,20141,Friday,13:00,14:30,MRT 221,N/A
Lecture,1,ADM2342 P,20141,Monday,08:30,10:00,DMS 1150,Brian Conheady
Lecture,2,ADM2342 P,20141,Thursday,10:00,11:30,DMS 1120,Brian Conheady
Discussion Group,1,ADM2342 P,20141,Wednesday,16:00,17:30,MRT 221,N/A
Lecture,1,ADM2342 X,20145,Wednesday,15:00,18:00,FSS 1006,N/A
Discussion Group,1,ADM2342 X,20145,Wednesday,19:00,20:30,VNR 3075,N/A
Lecture,1,ADM2372 A,20139,Tuesday,11:30,13:00,TBT 070,Morad Benyoucef
Lecture,2,ADM2372 A,20139,Friday,13:00,14:30,TBT 070,Morad Benyoucef
Lecture,1,ADM2372 B,20139,Tuesday,08:30,10:00,DMS 1130,Morad Benyoucef
Lecture,2,ADM2372 B,20139,Friday,10:00,11:30,DMS 1130,Morad Benyoucef
Lecture,1,ADM2372 C,20139,Tuesday,19:00,22:00,MNT 201,Eduardo Rodriguez
Lecture,1,ADM2372 D,20139,Monday,08:30,10:00,DMS 1150,Morad Benyoucef
Lecture,2,ADM2372 D,20139,Thursday,10:00,11:30,DMS 1150,Morad Benyoucef
Lecture,1,ADM2372 M,20141,Tuesday,11:30,13:00,DMS 1130,James Bowen
Lecture,2,ADM2372 M,20141,Friday,13:00,14:30,DMS 1130,James Bowen
