ADM1100,INTRODUCTION TO BUSINESS MGMT.
BCH3746,LABORATOIRE DE BIOCHIMIE II
CHM2754,CHIMIE ANALYTIQUE
BCH4122,STRUCTURAL BIOLOGY OF PROTEINS
BIO3558,ZOOLOGIE DES VERTEBRES
BIO4900,SÉMINAIRE/ SEMINAR
CHM3129,CAT & SUSTAIN. SYNTH.
BCH4300,SELECTED TOPICS BIOCHEM.
BIO3703,PHYSIOLOGIE ANIMALE I
BCH5101,ANALYSIS OF -OMICS DATA
CHM3520,CHIMIE ORGANIQUE INTERMEDIAIRE
BIO4004,PROJET RECH / HONOURS RESEARCH
BCH8104,Advanced Topics in Cell Regula
BIO4115,MOLECULAR GENETICS
CHM3540,CHM QUANT MODÉL MOLÉC
BIO8108,ADVANCED TOPICS IN DEVELOP.
CHM4139,ENZYME CHM & BIOCATALYSISIS.
BIO4127,COMPARATIVE ENDOCRINOLOGY
BCH8366,PhD SEMINAR
BIO8900,Séminaire de Doctorat%%Ph.D. S
CHM4318,NANOSTRUCTURED MATERIALS
BIO4158,APPLIED BIOSTATISTICS
CHM4381,PHOTOCHEMISTRY & PHOTOBIOLOGY
BMG5109,ADV. TOPICS IN MEDICAL INSTR.
BIM4316,MODERN BIOANALYTICAL CHEM
BIO4350,PRINCIPLES OF NEUROBIOLOGY
BIO4545,MICROBIOLOGIE DES EUCARYOTES
BIO4558,BIOSTATISTIQUE APPLIQUEE
BNF5107,APPLIED BIOINFORMATICS
CHM4555,CHM.APPL.ET LA CHM.POLYMERES
BIO1140,INTRODUCTION TO CELL BIOLOGY
BIO5311,ADVANCES EVOLUTIONAY ECOLOGY
BPS3101,GENOMICS
CHM8304,ADVANCED TOPICS IN ORGANIC CHM
BIO1700,L'ANIMAL HUMAIN
BIO8162,ADVANCED ENDOCRINOLOGY
BPS3501,LA GÉNOMIQUE
BIO8938,INTERACTIONS ENTRE PLANTES ET
BIO2137,INT.PLANT SC.BIODIV.TO BIOTEC.
CHN2101,INTRO TO CHINESE CULTURE
BIO2529,ÉCOLOGIE
BMG5330,ELECTROMAG. FIELDS & BIO. SYS.
BPS4101,HUMAN GENOME STRUCTURE FUNCT.
BNF6100,MSc SEMINAR
BIO2901,STAGE COOP/CO-OP WORK TERM I
CHN3901,CRS AV.CHINOIS/ADV. CHINESE I
BIO3119,POPULATION GENETICS
BPS2110,INTRO TO BPS
CIN2501,HISTOIRE CINÉMA I: 1895-1960
BIO3140,Plant Physiology and Biochemis
BIO3153,CELL BIOLOGY
CIN3124,AMERICAN CINEMA
BPS3102,TOXICOLOGY AND PHARMACOLOGY
BIO3302,ANIMAL PHYSIOLOGY II
CIN3522,CINÉMA FRANÇAIS
BIO3310,PLANT SYS AND DIVERSITY
BPS3502,TOXICOLOGIE ET PHARMACOLOGIE
BIO3515,Biologie de la conservation de
CLA1501,LA CIVILISATION GRECQUE
BPS4102,PHARMACEUTICALS: FED.INTL REG.
BPS4121,BIOSYNTH & NAT PROD MEDS
BIO3526,LABO.DE MICROBIOLOGIE GÉNÉRALE
BPS4127,ADV TECHNIQUES IN BIOSCIENCES
BPS4123,PHYTOMED.& NAT PRODUCT DRUGS
BIO3552,LABO. DE BIOLOGIE CELLULAIRE
BPS4527,TECH AVANCÉES EN BIOSCIENCES
CDN1100,INTRO. TO CANADIAN STUDIES
BIO3570,BIOLOGIE MOLÉCULAIRE
CLA2103,The Republic
BPS4129,CHEMICAL BIOLOGY
CDN2700,MÉTHO RECHERCHE DOC. ET. CDN
BIO3705,PHYSIOLOGIE CELLULAIRE
CDN6520,SÉMINAIRE FRANCOPH. CANADIENNE
CEG3155,DIGITAL SYSTEMS II
BIO4101,PESTICIDES AND THE ENVIRONMENT
CLA2131,INTRO TO LATIN LITERATURE
BIO4120,Animal Adaptations
CEG3555,SYSTÈMES NUMÉRIQUES II
BPS4504,LABORATOIRE DE BIOINFORMATIQUE
CLA2380,GREEK PHILO OR BIRTH OF PHILO
BIO4150,SPATIAL ECOLOGY
CEG4158,COMPUTER CONTROL IN ROBOTICS
BPS4525,CHIMIE MÉDICINALE
CLA2502,"Athènes, la Perse et Sparte"
BIO4174,BIOTECHNOLOGY
CEG4396,COMPUTER NETWORK MANAGEMENT
CDN1500,INTRO. ÉTUDES CANADIENNES
CLA2723,LA MYTHOLOGIE GRECQUE
BIO4534,SUJETS CHOISIS EN BIOLOGIE
CHG1125,CHEMICAL ENG. FUNDAMENTALS
CDN3102,SEL. TOPICS JEW CDN STUDIES
CLA3110,TOPICS IN ANCIENT HISTORY  I
BIO4551,PHYS. ÉVOL. ET ÉCOPHYSIOLOGIE
CHG2317,INTRO CHEM PRO ANALYSIS DESIGN
CEG2136,COMPUTER ARCHITECTURE I
CLA3770,PLATON PHILOSOPHE COMME POETE
BIO4901,STAGE COOP/CO-OP WORK TERM IV
CHG2717,INTRO ANALYSE CONCEP PROC CHIM
CEG3536,ARCHITECTURE D'ORDINATEURS II
CLA5901,RECH. SCIEN. / SCHOL. RES. I
BIO5900,Séminaire de maîtrise%%M.Sc. S
CHG3112,"PROC SYNTHESIS, DESIGN & ECON"
CEG4136,COMPUTER ARCHITECTURE III
CLT1100,SCOTTISH GAELIC LANG & CULT I
BIO8510,THÈMES CHOISIS EN BIOLOGIE
CLT2131,MEDIEVAL CELTIC LITERATURE
CEG4190,COMPUTER NETWORK DESIGN
CHG3324,FUND APP CHEM ENG THERMODYNAM.
BMG5103,BIOMEDICAL INSTRUMENTATION
CHG3337,Data Collection and Interpreta
CEG4913,PROJET II CEG~~CEG PROJECT II
CML1101,PRINCIPLES OF LEGAL RESEARCH
BMG7199,ÉT. DIRIGÉES  / DIRECTED STUD.
BPS1101,DRUGS 101
CHG2314,HEAT TRANSFER OPERATIONS
BPS3151,MOLECULAR BIOLOGY LABORATORY
CHG3737,COLLECTE ET INTERP DONNÉES
CHG3111,UNIT OPERATIONS
CML1105,FIRST YEAR THEMATIC COURSE
BPS3750,CHIMIE METAUX TRANSITION
CML1207,TORTS
CHG3127,CHEMICAL REACTION ENGINEERING
CHG4305,ADV MATERIALS IN CHEMICAL ENG
CHG3326,PRINC PHASE EQUIL CHEM REAC
CHG3716,PHÉNOMÈNES D ÉCHANGE
CHG4116,CHEMICAL ENG. LABORATORY
CML1607,DÉLITS CIVILS
BPS4105,HUMAN TOXICOLOGY AND HEALTH
CML1704,LÉGISLATION
CML2117,INTRODUCTION TO LAW
BPS4126,SYNTHETIC & MEDICINAL CHEM LAB
CML2179,ACCESS TO JUS. PRAC. (LEVEL I)
CML2303,LANDLORD AND TENANT
CHG4360,SELECTED TOPICS II
BPS4501,STRUCTURE/FONCTION GÉNOME
BPS4900,SÉMINAIRE / SEMINAR
CDN4100,CONTEMPORARY ISSUES IN CANADA
CHG8102S,SEMINAR II
CEG3136,COMPUTER ARCHITECTURE II
CEG3185,INTRO DATA COMM. & NETWORKING
CEG3585,COMM. DONNÉES ET RÉSEAUTAGE
CHG8191,SELECTED TOPICS CHEM ENGINEER
CEG4188,HIGHER LAYER NETWORK PROTOCOLS
CML2313,CONSTITUTIONAL LAW II
CHG4307,CLEAN PROC & SUSTAIN DEVELOP
CHM1321,ORGANIC CHEMISTRY I
CEG4912,PROJET CEG I~~CEG PROJECT I
CML2344,SECURED TRANSACTIONS
CHG8101S,SEMINAR I
CHM2120,ORGANIC CHEMISTRY II
CHG2312,FLUID FLOW
CHM2311,Introduction to Structure and
CHG2714,TRANSFERT DE CHALEUR
CHM2354,ANALYTICAL CHEMISTRY
CML2535,RÉDACTION REVUE DE DROIT- 2E
CHM2532,CHIMIE PHYSIQUE SCIENCES VIE
CHG3122,CHEMICAL ENGINEERING PRACTICE
CHM2753,CHIMIE MINÉRALE DES ÉLÉMENTS
CHG8188,Polymer Properties and Charact
CHM3122,APPLICATIONS SPECTROSCOPY CHEM
CHG3335,PROCESS CONTROL
CHG8194,MEMBRANE SEPARATION PROCESSES
CHM3350,TRANSITION METAL CHEMISTRY
CHG3724,PRINC.& APPL. DE THERMODYNAMI.
CHM3526,LABORATOIRE CHIMIE ORGANIQUE
CHM4129,CHM OF SUSTAIN ENERGY
CHG4244,PLANT DESIGN PROJECT
CHM4328,SPE. TOP. IN ORGANIC CHEMISTRY
CML2701,LES AUTOCHTONES ET LE DROIT
CML2709,PROCÉDURE CIVILE I
CHM4390,SPECIAL TOPICS / PHYSICAL CHM
CHG4359,SELECTED TOPICS I
CHM1311,PRINCIPLES OF CHEMISTRY
CML2743,DROIT COMMERCIAL
CHM4754,PRIN. D'ANALYSE INSTRUMENT.
CHG4381,BIOCHEMICAL ENGINEERING
CHM2123,LAB.OF ORGANIC CHEMISTRY II
CML3120,MOOT COURT COMPETITION
CHM8309,ADV TOPICS - PHYS/THEORET CHM
CML3131,PUBLIC INTERNATIONAL LAW
CHN2901,CRS INT CHINOIS/INT CHINESE I
CML3145,ANIMALS AND THE LAW
CHN3902,CRS AV.CHINOIS/ADV. CHINESE II
CML3152,SUPREME COURT SEMINAR
CIN2502,HISTOIRE CINÉMA II:DEPUIS 1960
CML3156,SENTENCING THEORY AND PRACTICE
CIN3198,CAN. & QUE.CIN.II: DOCUMENTARY
CML3163,LAW OF THE SEA
CLA1101,GREEK CIVILIZATION
CML3175,CROWN ATTORNEY ASSIGNMENT
CLA2101,The Beginnings of Greek Civili
CLA2110,ARCHAE. METHODS AND TECHNIQUES
CML3177,DEPT. JUSTICE INTERNSHIP
CML3193,FORENSIC SCIENCE
CLA2323,GREEK MYTHOLOGY
CML3213,STATUTORY INTERPRETATION
CLA2501,Les débuts de la civilisation
CHM2131,Chemical Thermodynamics of Gas
CML3253,COMPETITION LAW
CHG8132,ADSORPTION SEPARA. PROCESSES
CHG8195,ADV NUM METHODS TRANSPORT PHEN
CHM2353,DESCRIPT. INORGANIC CHEMISTRY
CML3304,TAXATION
CHM2531,Thermodynamique chimique des g
CML3313,INTERVIEWING & COUNSELING
CLA2530,INTRO À LA LITTÉRATURE GRECQUE
CML3343,POVERTY AND THE LAW
CHM2730,CHM PHYS.:INT.PROP.MOL.MAT.
CHM1711,PRINCIPES DE CHIMIE
CLA2780,PHIL  GRECQUE OU NAISSANCE PHI
CML3360,SECURITIES LAW AND REGULATION
CHM3120,INTERMEDIATE ORGANIC CHEMISTRY
CHM2128,SYN. AND CHARAC. OF ADV. MAT
CLA3510,THÈME CHOI. HIST. ANCIENNE I
CML3366,COLLAB. FAMILY LAW PRACTICE
CHM3140,QUANTUM CHM & MOL. MODELLING
CHM3522,APPLICATIONS SPECTRO. CHIMIE
CLA4150,ANCIENT HISTORY SEMINAR
CHM2330,PHY. CHEM.: INT. MOL. PROP.
CML3374,Law and Society
CHM4123,MEDICINAL CHEMISTRY
CLA5902,RECH. SCIEN. / SCHOL. RES. II
CHM2523,LAB.CHIMIE ORGANIQUE II
CML3378,ADVANCED INTERNATIONAL LAW
CHM4311,SEL.TOPICS IN INORGANIC CHEM.
CML3387,EMPLOYMENT LAW
CHM2713,CHIMIE DE L'ENVIRONNEMENT
CML3396,PATENT LAW
CHM4354,PRINCIPLES OF INST. ANALYSIS
CLT1110,IRISH LANG & CULT I
CHM8301,ANALYTICAL MASS SPECTROMETRY
CLT2155,CELTIC WOMAN: MYTH AND REALITY
CML3449,CLINICAL LEGAL AID II
CHM8308,MULTINUCLEAR MAG RESON SPECT
CLT3330,SPECIAL TOPICS IN CELTIC STD.
CHN1901,CRS ÉLÉ.CHINOIS/INTRO CHIN. I
CML3512,DROIT ET JUSTICE SOCIALE
CML1104,Introduction to Public Law and
CHM3126,LABORATORY ORGANIC CHEMISTRY
CHM3373,MOLE.SPECT.STATS.MECHANICS
CML3560,PROCEDURE PENALE APPROFONDIE
CHM3750,CHM. DES MÉTAUX DE TRANSITION
CML1108,PROPERTY
CIN2101,HISTORY OF CINEMA I: 1895-1960
CML3576,STAGE DROIT AFF. ÉTRANG. COMM.
CHM4380,ADV. CHAR. MAT SCI & CAT
CML1213,CONSTITUTIONAL LAW I
CIN3110,SPEC. TOPICS IN FILM STUDIES
CML3635,REV.DR.D'OTT.RÉD.RÉV.D'ART.PU.
CHM4523,CHIMIE MÉDICINALE
CIN3197,CAN. AND QUE. CIN.I: FICTION
CML1506,INTRO. À LA RÉSOL. DIFFÉRENDS
CML3716,STAGE EN DROIT ET TECHNOLOGIE
CML3774,METHODES DE RECHANGE POUR LE
CML1603,DROIT PÉNAL ET PROCÉDURE
CML3849,CLINI PRATI AIDE JURI II
CIN3598,CIN. CAN. ET QUÉ. II : DOCU
CML4105,INTERNATIONAL TRADE LAW
CLA1502,LA CIVILISATION ROMAINE
CLA2104,The Early Empire
CLA2145,THEATRE HISTORY I
CLA2383,JEWS CHRISTIANS IN LATE ANTI
CML4108,STUDIES IN INTERNATIONAL LAW
CHM8302,ADV TOPICS IN INORGANIC CHEM
CML4116,ADVANCED REFUGEE LAW
CHM8314,SURFACE CHM ASPECTS/ELECTROCHM
CML4122,CHARITIES AND NON-PROFIT ORG.
CML1701,DÉLITS & RESP EXTRACONTRAC I
CLA2520,L'ART GREC
CLA2545,HISTOIRE DU THÉÂTRE I
CML4140,FOUNDATIONS OF COMMON LAW
CHN1902,CRS ÉLÉ CHINOIS/INTRO CHIN. II
CML4150,GLOBALIZATION AND LAW
CHN2902,CRS INT CHINOIS/INT CHINESE II
CML4500,STAGE RÉSOLUTION DIFFÉRENDS
CML2104,REAL ESTATE TRANSACTIONS
CLA3130,TOPICS GREEK & LATIN
CIN2102,HISTORY CINEMA II: SINCE 1960
CML4508,ÉTUDES EN DROIT INTERNATIONAL
CML2178,CONVICTION REVIEW PROJECT I
CLA3733,REL DU MONDE GRÉCO-ROMAIN
CLA4550,SÉMINAIRE EN HISTOIRE ANCIENNE
CML4542,DÉLITS CIVILS
CIN3121,AFRICAN CINEMA
CML2302,BUSINESS ORGANIZATIONS
CLA5924,ASPECTS HIST. / TOPICS HIST.
CML4546,ÉTUDES EN COMMON LAW & EQUITY
CLT1132,INTRO. TO THE CELTIC WORLD
CML2312,ADMINISTRATIVE LAW
CIN3510,THÈMES CHOISIS EN ÉT. CINÉMA.
CLT3180,CELTIC LANG: PROMO IN PRACTICE
CMM5111,COMPUTATIONAL CELL BIOLOGY
CLA1102,ROMAN CIVILIZATION
CMM5313,"REPRODUC., RENAL & GASTROINT."
CML2343,COMMERCIAL LAW
CML1103,CRIMINAL LAW AND PROCEDURE
CLA2102,"Athens, Persia, and Sparta"
CMM5372,CELL SIGNAL. & HORMONE ACTION
CLA2122,GREEK WISDOM
CML1107,TORTS
CML2513,Réparation en justice
CMM8324S,SEMINARS 1
CML2702,DROIT DES SOCIETES
CMN1160,INTRO MEDIA STUDIES
CLA2335,WESTERN EUROPE-5th TO 15TH C
CML1203,CRIMINAL LAW AND PROCEDURE
CML2711,LES HYPOTHÈQUES
CMN2130,Interpersonal Communication
CLA2510,METHODES & TECHNIQUES ARCHEO.
CML3101,PRIVATE INTERNATIONAL LAW
CML1613,DROIT CONSTITUTIONNEL I
CMN2158,MULTIMEDIA I
CML1705,"DROIT, HISTOIRE, SOCIÉTÉ"
CMN2168,GLOBALIZATION AND COMMUNIC.
CLA2735,L'OCCIDENT DU Ve AU XVe SIECLE
CLA2782,BIBLE ET CULTURE II
CML2135,LAW REVIEW EDITORSHIP - SEC.YR
CMN2180,POPULAR CULTURE AND COMMUNIC.
CML3117,INTERNATIONAL LAW
CMN2535,Parole publique
CML3125,NAT.ABO.LAW MO.:KAW."SPE.KNO."
CML2301,ABORIGINAL PEOPLES AND THE LAW
CLA3530,THÈMES CHOISIS LIT GREC & LAT
CMN2558,MULTIMÉDIA I
CLA4151,ANCIENT LIT IN TRANSLATION
CML2309,CIVIL PROCEDURE I
CMN2570,Nouveaux médias
CLA5922,PAIEN & CHRETIEN/PAGAN & CHRIS
CML2318,INTERNATIONAL TAXATION
CLT1111,IRISH LANG & CULT II
CMN3102,QUANTITATIVE METHODS
CML2321,ALTERNAT.DISPUTE RESOLUT.PROC.
CLT2170,ARTHUR OF THE CELTS
CMN3144,PUBLIC RELATIONS
CML2504,LES TRANSACTIONS IMMOBILIERES
CML3130,INTERNATIONAL CRIMINAL LAW
CML2584,"ACCÈS JUST. STAGE (NIV I, AV.)"
CMN3158,MULTIMEDIA 2
CML3143,INTERNATIONAL INVESTMENT LAW
CML1102,CONTRACTS
CML2705,INTRO. DROIT DE LA FAMILLE
CMN3502,MÉTHODES QUANTITATIVES
CML3148,TOXIC TORT LAW
CML1109,1-YR THEM COURSE: PUB INTL LAW
CML2713,DROIT CONSTITUTIONNEL II
CMN3505,ÉTHIQUE DES MÉDIAS
CML3113,AMERICAN CONSTITUTIONAL LAW
CML3155,LEGAL DRAFTING
CMN3544,RELATIONS PUBLIQUES
CML3121,GALE CUP MOOT
CML1110,ORIENTATION TO CDN LEGAL SYST
CML3160,ADVANCED CRIMINAL PROCEDURE
CMN3558,MULTIMÉDIA 2
CMN4105,ETHICS AND INFORMATION SOCIETY
CMN4132,CRISIS COMMUNICATION
CMN4166,AUDIENCE RESEARCH
CML3173,LAW RELATED INTERNSHIP
CML1502,RECHERCHE JURIDIQUE
CML3126,COMMUNICATIONS LAW
CMN4500,SUJETS SPÉCIAUX-MÉDIA OU ORGAN
CML3138,LAW AND LITERATURE
CML1602,CONTRATS
CMN4532,COMMUNICATION DE CRISE
CML3212,INSOLVENCY AND BANKRUPTCY
CMN4568,Communication et développement
CML1608,DROIT DES BIENS I
CML3144,DEF. BATTERED WOMEN ON TRIAL
CML3235,LAW REVIEW EDITORSHIP
CMN5110,Social History of Communicatio
CML1702,DÉLITS & RES EXTRACONTRAC II
CML3146,SEXUAL ASSAULT LAW
CML3303,THE LAW OF EVIDENCE
CMN5130,Diversity in the Workplace: Co
CML2105,INTRODUCTION TO CIVIL LAW
CMN5135,Communication Management
CML2213,REMEDIES
CMN5170,INTERNATIONAL COMMUNICATION
CML2305,INTRO.TO FAMILY LAW
CMN5520,Campagnes de communication pub
CML2314,Constitutional Litigation
CML3316,TECHNOLOGY LAW INTERNSHIP
CML2320,MEDIATION THEORY AND PRACTICE
CMN5535,Gestion des communications
CML2501,LA PLAIDOIRIE D'APPEL
CRM1700,INTRODUCTION À LA CRIMINOLOGIE
CML2579,ACCÈS JUSTICE STAGE (NIVEAU I)
CML3153,FEDERAL TRIBUNALS PRACTICE
CML3351,RECH.RÉD.JURID./LEG. RES. WRIT
CRM2301,CRIMINOLOGICAL THEORIES I
CML2703,PROPRIÉTAIRES ET LOCATAIRES
CML3158,CRIM. JUSTICE TRIAL ADVOCACY
CML3372,INTL BUSINESS TRANSACTIONS
CRM2307,"WOMEN, JUSTICE & VICTIMIZATION"
CML3377,TAXATION POLICY
CML3171,STUDENT PROPOSED INTERNSHIP
CRM2700,JUSTICE ET NORME PÉNALE
CML2712,DROIT ADMINISTRATIF
CRM2706,MILIEU CARCÉRAL PRIVAT.LIBERTÉ
CML3176,"FA, TRADE & DEV. CANADA"
CML3112,SOCIAL JUSTICE LAW
CML3180,ENVIRONMENTAL LAW CLINIC
CRM2710,INTERVENTION COMMUN. CRIMINOL.
CML3383,ADVANCED TAXATION
CML3119,STUDIES IN ORAL ADVOCACY
CML3203,Municipal and Planning Law
CRM3306,VICTIMOLOGY
CML3128,WILLEM C. VIS INTER. COMM. ARB
CML3233,LABOUR LAW I
CML3142,INTELLECTUAL PROPERTY ADVOCACY
CML3391,DISPUTE RES. IN FAMILY LAW
CRM3311,MENTAL DISORDER AND JUSTICE
CML3147,WRONGFUL CONVICTIONS
CRM3317,CRIME AND THE MEDIA
CML3399,HUMAN RIGHTS (INTL PROTECTION)
CML3301,CRIM. EVIDENCE
CML3509,INTRO AU DROIT DE LA SANTÉ
CRM3323,"GLOBALIZATION, CRIME & JUSTICE"
CML3553,RÈGLES PRATIQUE TRIBUNAUX FÉD.
CML3154,Trial Advocacy
CRM3705,Police et contrôle social
CML3305,PRIVACY LAW
CML3575,STAGE PROCUREUR-E COURONNE
CML3174,DEAN'S RESEARCH & WRIT. FELLOW
CRM3706,Victimologie
CML3178,CONVICTION REVIEW PROJECT II
CML3580,CLIN. DROIT DE L'ENVIRONNEMENT
CRM3714,LA JUSTICE PÉNALE ET DROGUES
CML3181,"SEXUALITY, GENDER AND THE LAW"
CML3704,DROIT FISCAL
CRM3719,DÉTERMINATION DE LA PEINE
CML3776,RESPONSABILITÉ PROFESSIONNELLE
CML3315,NEGOTIATION
CML3206,Wills and the Law of Successio
CRM3734,RECHERCHE QUANTITATIVE CRIMIN.
CML3797,DROIT IMMIGRATION RÉFUGIÉS
CRM4305,POLITICAL CRIME
CML4104,STUDIES IN PUBLIC LAW
CML3248,Introduction Legal Aid Clinic
CML3340,SPORTS LAW
CRM4312,WOMEN AND JUSTICE
CML4109,STUDIES IN HUMAN RIGHTS
CML3353,CHILDREN AND THE LAW
CML4117,PROTECT CIVILIANS INTERN LAW
CML3307,TRUSTS
CML4134,STUDIES IN ENVIRONMENTAL LAW
CRM4704,RECHERCHE QUALITATIVE EN CRM
CML3317,CORPORATE IMMIGRATION ADVOCACY
CML3363,ADVANCED FAMILY LAW
CML4137,PUERTO RICO EXCHANGE COURSE
CRM4717,INTÉGRATION DES EXP. DE STAGE
CML3323,INSURANCE
CML3369,Environmental Law
CML3356,NATIONAL SECURITY LAW
CRM6345,FIELD PLACEMENT SEMINAR
CML3375,MEDICAL-LEGAL PROBLEMS
CML3379,LAW AND PSYCHIATRY
CML3365,CIVIL LIBERTIES
CML4307,LEGAL WRITING
CRM6380,SELECTED TOPICS I
CML3388,INTEL. PROPERTY LITIGATION
CRM6745,SÉMINAIRE DE STAGE
CML3371,INTELLECTUAL PROPERTY LAW
CRM6781,SUJETS CHOISIS II
CML3397,IMMIGRATION AND REFUGEE LAW
CML4514,ÉTUD INTENS: THÈM CHOISI DROIT
CML3376,PROFESSIONAL RESPONSIBILITY
CRM8500,SÉMINAIRE DE DOCTORAT I
CML3450,CLINICAL LEGAL AID III
CML4544,PROCÉDURE CIVILE I
CML3386,CORPORATE FINANCE - LAW & PRAC
CSI2110,DATA STRUCTURES AND ALGORITHMS
CML3533,DROIT DU TRAVAIL I
CSI2501,STRUCTURES DISCRÈTES
CML3395,Regulation of Internet Communi
CMM4350,PRINCIPLES OF NEUROBIOLOGY
CML3571,STAGE PROPOSÉ PAR L'ÉTUDIANT
CSI2520,PARADIGMES DE PROGRAMMATION
CML3398,Human Rights Laws in Canada
CMM5311,ENERGY METABOL. & MUSCLE FUNC.
CML3506,TESTAMENTS ET SUCCESSIONS
CSI3104,INTRO. FORMAL LANGUAGES
CML3534,Droit du travail II - Arbitrag
CSI3120,PROGRAMMING LANGUAGE CONCEPTS
CSI3140,WWW STRUC. TECHN. & STANDARDS
CMM5360,IMAGING IN CELL BIOLOGY
CML3577,STAGE EN DROIT - MIN. JUSTICE
CML3573,STAGE EN DROIT
CSI3530,BASES DE DONNÉES II
CMM8310,CURRENT TOPIC RNA MOLEC. BIO.
CML3703,DROIT DE LA PREUVE
CSI4105,DES. ANALYSIS OF ALGORYTHMSII
CMN1148,INTRO ORGANIZATIONAL COMMUNIC
CML3648,Clinique juridique I:  Introdu
CML3723,LES ASSURANCES
CSI4108,CRYPTOGRAPHY
CMN2101,RESEARCH METHODS COMMUNIC.
CML3744,Droit fiscal approfondi
CMN2152,Image and Communication
CML3769,DROIT DE L'ENVIRONNEMENT
CSI4133,COMP.METH.IN PICT.PROCE.& ANA.
CML3771,LE DROIT DE PRO. INTELLEC.
CMN2167,Video I
CML3783,FISCALITÉ DES SOCIÉTÉS
CSI4550,INTRO. MÉTH. OPTIMIS.
CML3850,CLINI PRATI AIDE JURI III
CMN2181,INTERCULTURAL COMMUNICATION
CSI5110,PRINCI. OF FORMAL SOFT. DEVE.
CML3787,Droit de l'emploi
CMN2532,COMMUNICATION NON VERBALE
CML4106,STUDIES IN PRIVATE LAW
CSI5134,FAULT TOLERANCE
CML4112,INTERDISCIPLINARY STUDIES LAW
CMN2560,THÉORIES DES MÉDIAS
CSI5151,VIRTUAL ENVIRONMENTS
CML4101,STUDIES IN CONSTITUTIONAL LAW
CSI5311,DISTR. DATA. & TRANSAC. PROCE.
CML4107,STUDIES IN BUSINESS LAW
CMN2573,Publicité et société
CML4113,SELECTED PROB. LEGAL PRACTICE
CSI5389,ELECTRONIC COMMERCE TECHNOLO.
CML4111,STUDIES IN CRIMINAL LAW
CMN3103,Qualitative Methods
CML4136,ADV. INTL ECONOMIC LAW
CSI7162,ADV.TOP. IN COMPUTER APPLICA.
CML4114,INTENS STUDY: SELECT LEGAL ISS
CMN3109,ADV  THEORIES OF COMMUNICATION
CML4141,CONTRACTS
CSI9997,PROPOS THÈSE PHD THESIS PROPOS
CVG1507,DESSIN INDUSTRIEL & SÉMINAIRES
CMN3165,MEDIA INDUSTRIES
CML4124,"TRANS. CORP., HUMAN RIGHTS"
CML4200,INTENS ST: LEGAL ISS & RES PRO
CVG2140,MECHANICS OF MATERIALS I
CMN3503,Méthodes qualitatives
CML4143,PROPERTY
CMN3509,THÉORIES APP EN COMMUNICATION
CVG2181,NUM. MODELLING CIVIL ENG.
CML4303,INTERNAT. COMMERCIAL ARBIT.
CVG2581,MÉTH. NUMÉRIQUES GÉNIE CIVIL
CMN3538,COMM DANS LES  GROUPES
CML4504,ÉTUDES EN DROIT PUBLIC
CML4506,ÉTUDES EN DROIT PRIVÉ
CVG3116,HYDRAULICS
CML4519,DROITS LINGUISTIQUES CANADA
CML4511,ÉTUDES EN DROIT CRIMINEL
CML4545,RESP. PROF. & ENJEUX PRAT. DRO
CVG3147,STRUCTURAL STEEL DESIGN I
CMM5001,PATHOLOGICAL BASIS OF DISEASE
CML4520,DROIT PÉNAL INTERNATIONAL
CMN3555,OPINION PUBLIQUE
CML4914,ÉTUDES INTENS./INTENS STUDIES
CMM5304,INTRO. TO DEVELOPMENTAL BIO.
CVG4108,GEOTECHNICAL DESIGN
CMN4100,SPECIAL ISSUES-MEDIA OR ORGAN.
CMM5302,COMPREHENSIVE PHARMACOLOGY I
CMM5326,EXPER. PREPAR. & ANIMAL MODELS
CVG4122,GROUNDWATER AND SEEPAGE
CMN4131,Negotiation and Mediation
CMM5315,CARDIOVASCULAR FUNCTION/DYSF.
CMN4168,Communication and Internationa
CMN4505,ÉTHIQUE ET SOCIÉTÉ DE L'INFOR.
CMM8105,ADVANCED TOPICS CANCER BIOLOGY
CMN4544,SEMINAIRE AVANCÉ EN REL.PUBL.
CVG4145,REINFORCED CONCRETE DESIGN II
CMN4570,USAGES SOCIAUX DES NOUV. MED.
CMM8325S,SEMINARS II
CMM8300,REPRODUCTIVE & DEVELOP. BIO.
CVG4173,CONSTRUCTION MANAGEMENT
CMM8350,ION CHANNELS: CELL. & MOLEC.
CMN1548,INTRO COMMUNIC. ORGANISATION
CVG5124,COASTAL ENGINEERING
CMN2132,NON-VERBAL COMMUNICATION
CMN1560,INTRO ÉTUDE DES MÉDIAS
CMN5133,HEALTH COMMUNICATION THEORIES
CVG5149,Stability of Structures
CMN2148,ORGANIZATIONAL COMMUNICATION
CMN2135,PUBLIC SPEAKING
CMN2170,New Media
CVG5366,MASTER'S SEMINAR IN CIVIL ENG.
CMN5140,"COMMUNIC., GLOBAL. & CHANGE"
CMN2160,THEORIES OF THE MEDIA
CMN2530,Communication interpersonnelle
CVG6308,SPEC. TOP. IN CIVIL ENGINEE.
CMN5500,MÉTHODES DE RECHERCHE
CVG8366,DOCTORAL SEMINAR IN CIVIL ENG.
CMN2548,CMN ORGANISATIONNELLE
DCC2121,LEGAL THEORY & SOCIAL SCIENCES
CMN2173,Advertising and Society
CMN5532,THÉORIES ET EFFETS DES MÉDIAS
CMN2567,Vidéo I
CMN2581,COMMUNICATION INTERCULTURELLE
